ALLAPOT|AR|EGESZ_SZOBAK|EMELET|FELSZOBAK|FUTES|KERT_TERULET|KERULET|KILATAS|KOMFORT|LIFT|PARKOLAS|SAVE_DATE|SZINTEK|TERULET|TETOTER|URL|UTCA|VAROSRESZ
|11.300000|1.000000|1|1.000000|gáz (cirko)||7|udvari|összkomfortos|van|nincs|2013.09.26||40.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+rozsa+utca/20285994?sid=0&|Rózsa utca|Erzsébetváros - Nagykörúton kívül
jó állapotú|18.900000|2.000000|5|0.000000|||5|utcai|összkomfortos|van|nincs|2013.09.26||56.000000|-1|http://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+balaton+utca/20348673?sid=0&|Balaton utca|
közepes állapotú|8.800000|1.000000|5|0.000000|||11|||nincs|nincs|2013.09.27|5|41.000000|-1|http://ingatlan.com/szentimrevaros/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+bartok+bela+ut/20341850?sid=0&|Bartók Béla út|Szentimreváros
jó állapotú|11.900000|1.000000|5|0.000000|||7|utcai|összkomfortos|van|nincs|2013.09.27||29.000000|0|http://ingatlan.com/erzsebetvaros-nagykoruton-belul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+asboth+utca/20355084?sid=0&|Asbóth utca|Erzsébetváros - Nagykörúton belül
|22.500000|1.000000|1|2.000000|házközponti egyedi méréssel||9|utcai|összkomfortos|van|nincs|2013.09.27||56.000000|-1|http://ingatlan.com/ix-ker/elado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+viola+utca/20177189?sid=0&|Viola utca|
|23.400000|2.000000|3|4.000000|gáz (cirko)||12|||nincs|nincs|2013.09.27||89.000000|-1|http://ingatlan.com/xii-ker/elado+lakas/tegla-epitesu-lakas/budapest+12+kerulet+varosmajor+utca/20352523?sid=0&|Városmajor utca|
|21.590000|1.000000|7|1.000000|gáz (cirko)||6||összkomfortos|van|nincs|2013.09.27||57.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet/7188264?sid=0&||Terézváros - Nagykörúton kívül
|22.990000|2.000000|2|1.000000|gáz (cirko)||6|utcai||van|nincs|2013.09.27||65.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet/20357159?sid=0&||Terézváros - Nagykörúton kívül
|24.490000|2.000000|1|1.000000|gáz (cirko)||6|||van|nincs|2013.09.27||79.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet/20357065?sid=0&||Terézváros - Nagykörúton kívül
|21.590000|1.000000|7|1.000000|gáz (cirko)||6|||van|nincs|2013.09.27|7|48.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+sziv+utca/20357070?sid=0&|Szív utca 61|Terézváros - Nagykörúton kívül
felújítandó|21.500000|0.000000|0|0.000000|házközponti egyedi méréssel||13|panorámás|összkomfortos|van|nincs|2013.09.27||75.000000|-1|http://ingatlan.com/ujlipotvaros/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+pozsonyi+ut/20357046?sid=0&|Pozsonyi út|Újlipótváros
felújított|7.700000|1.000000|0|0.000000|gáz (cirko)||15|utcai|összkomfortos|nincs|nincs|2013.09.27|1|36.000000|0|http://ingatlan.com/xv-ker/elado+lakas/tegla-epitesu-lakas/budapest+15+kerulet+bethlen+gabor+utca/20357119?sid=0&|Bethlen Gábor utca|
felújított|37.000000|3.000000|1|0.000000|gáz (cirko)||11||összkomfortos|nincs|nincs|2013.09.28||104.000000|-1|http://ingatlan.com/gellerthegy-xi/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+orlay+utca/20349378?sid=0&|Orlay utca|Gellérthegy
|28.000000|3.000000|0|0.000000|gáz (cirko)||11||összkomfortos|nincs|nincs|2013.09.28||84.000000|-1|http://ingatlan.com/szentimrevaros/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/20351497?sid=0&||Szentimreváros
|15.900000|2.000000|3|0.000000|||13|||nincs|nincs|2013.09.28||74.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+drava+utca/20328985?sid=0&|Dráva utca|
felújított|14.950000|2.000000|3|0.000000|házközponti egyedi méréssel||14|utcai|összkomfortos|nincs|nincs|2013.09.28||53.000000|-1|http://ingatlan.com/xiv-ker/elado+lakas/panel-lakas/budapest+14+kerulet+adria+setany/20357204?sid=0&|Adria sétány|
|15.800000|1.000000|2|1.000000|gáz (cirko)||11||összkomfortos|nincs|nincs|2013.09.28||47.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+nandorfejervari+ut/20341571?sid=0&|Nándorfejérvári út|Kelenföld
|15.990000|1.000000|8|1.000000|házközponti egyedi méréssel||13|panorámás|összkomfortos|van|nincs|2013.09.28||40.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+lehel+utca/20332549?sid=0&|Lehel utca|
jó állapotú|8.300000|1.000000|3|2.000000|||3|utcai|összkomfortos|van|nincs|2013.09.28||51.000000|-1|http://ingatlan.com/bekasmegyeri-lakotelep-hegy-felol/elado+lakas/panel-lakas/budapest+3+kerulet+zsirai+miklos+utca/20357708?sid=0&|Zsirai Miklós utca 2|Békásmegyeri lakótelep Hegy felõl
jó állapotú|8.900000|2.000000|0|0.000000|||11|utcai||van|nincs|2013.09.29||50.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/panel-lakas/budapest+11+kerulet+frakno+utca/20328774?sid=0&|Fraknó utca|Kelenföld
közepes állapotú|17.500000|2.000000|2|0.000000|gáz (konvektor)||5|udvari|összkomfortos|van|nincs|2013.09.29||74.000000|-1|http://ingatlan.com/lipotvaros/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+honved+utca/20330225?sid=0&|Honvéd utca|Lipótváros
felújítandó|10.900000|2.000000|4|0.000000|||11|utcai|összkomfortos|nincs|nincs|2013.09.29|4|51.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+hengermalom+ut/20168179?sid=0&|Hengermalom út|Kelenföld
|12.900000|2.000000|7|2.000000|||13|panorámás|összkomfortos|van|nincs|2013.09.29||65.000000|-1|http://ingatlan.com/vizafogo/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet/20212359?sid=0&||Vizafogó
felújított|34.400000|2.000000|0|1.000000|házközponti egyedi méréssel||13|utcai|összkomfortos|van|nincs|2013.09.29||80.000000|-1|http://ingatlan.com/ujlipotvaros/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+pozsonyi+ut/20300287?sid=0&|Pozsonyi út|Újlipótváros
|152.000000|5.000000|0|1.000000|gáz (cirko)||2||duplakomfortos|nincs|nincs|2013.09.29|2|184.000000|-1|http://ingatlan.com/rozsadomb-ii/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+gardonyi+geza+ut/20133113?sid=0&|Gárdonyi Géza út|Rózsadomb
|49.500000|4.000000|1|0.000000|gáz (cirko)||3||összkomfortos|nincs|nincs|2013.09.29||122.000000|-1|http://ingatlan.com/romaifurdo/elado+lakas/tegla-epitesu-lakas/budapest+3+kerulet+nanasi+ut/6540907?sid=0&|Nánási út|Rómaifürdõ
|28.900000|2.000000|1|0.000000|gáz (cirko)||3||összkomfortos|van|nincs|2013.09.29||60.000000|-1|http://ingatlan.com/romaifurdo/elado+lakas/tegla-epitesu-lakas/budapest+3+kerulet+nanasi+ut/6540874?sid=0&|Nánási út|Rómaifürdõ
felújítandó|8.700000|1.000000|3|1.000000|||11|panorámás|összkomfortos|van|nincs|2013.09.29||48.000000|-1|http://ingatlan.com/albertfalva/elado+lakas/panel-lakas/budapest+11+kerulet+fegyvernek+utca/20264023?sid=0&|Fegyvernek utca|Albertfalva
felújított|22.900000|3.000000|2|0.000000|gáz (cirko)||2|udvari|összkomfortos|van|nincs|2013.09.29||83.000000|-1|http://ingatlan.com/vizivaros-ii/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+kapas+utca/20351593?sid=0&|Kapás utca|Víziváros
felújított|23.000000|2.000000|4|1.000000|házközponti egyedi méréssel||11||összkomfortos|van|nincs|2013.09.29||81.000000|-1|http://ingatlan.com/feneketlento/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+bartok+bela+ut/20358647?sid=0&|Bartók Béla út|Feneketlen-tó
|49.720000|2.000000|3|1.000000|gáz (cirko)||6|utcai||van|nincs|2013.09.30|3|78.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet/20123267?sid=0&||Terézváros - Nagykörúton kívül
jó állapotú|24.900000|2.000000|3|1.000000|gáz (cirko)||5|udvari|összkomfortos|van|nincs|2013.09.30||87.000000|-1|http://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+arany+janos+utca/20344793?sid=0&|Arany János utca|
jó állapotú|8.990000|2.000000|0|0.000000|gáz (konvektor)||7|udvari|összkomfortos|nincs|nincs|2013.09.30||42.000000|-1|http://ingatlan.com/vii-ker/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+nefelejcs+utca/20344351?sid=0&|Nefelejcs utca|
felújított|13.500000|1.000000|5|0.000000|gáz (cirko)||13|udvari|összkomfortos|van|nincs|2013.09.30||44.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+hegedus+gyula+utca/20342843?sid=0&|Hegedûs Gyula utca|
|21.590000|1.000000|7|1.000000|gáz (cirko)||6||összkomfortos|van|nincs|2013.09.30||57.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+sziv+utca/7188264?sid=0&|Szív utca 61|Terézváros - Nagykörúton kívül
|23.900000|2.000000|0|0.000000|házközponti egyedi méréssel||13|utcai||van|nincs|2013.09.30||65.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+danubius+utca/20352591?sid=0&|Danubius utca|
közepes állapotú|8.890000|2.000000|0|0.000000|||11||összkomfortos|van|nincs|2013.09.30||50.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/panel-lakas/budapest+11+kerulet+ratz+laszlo+utca/20358824?sid=0&|Rátz László utca|Kelenföld
|20.800000|1.000000|4|1.000000|||5|utcai||van|nincs|2013.09.30||58.000000|-1|http://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+alkotmany+utca/20329043?sid=0&|Alkotmány utca|
|18.900000|2.000000|5|0.000000|||5|utcai||van|nincs|2013.09.30||56.000000|-1|http://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+balaton+utca/20352586?sid=0&|Balaton utca|
|49.000000|2.000000|0|1.000000|házközponti egyedi méréssel||2||összkomfortos|van|nincs|2013.09.30||70.000000|-1|http://ingatlan.com/rozsadomb-ii/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+filler+utca/20248576?sid=0&|Fillér utca|Rózsadomb
|51.900000|3.000000|5|0.000000|házközponti egyedi méréssel||2|utcai|összkomfortos|van|nincs|2013.09.30||92.000000|0|http://ingatlan.com/ii-ker/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+kapas+utca/20164791?sid=0&|Kapás utca|
|27.500000|1.000000|1|2.000000|házközponti egyedi méréssel||13||összkomfortos|van|nincs|2013.09.30||70.000000|-1|http://ingatlan.com/vizafogo/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+parkany+utca/20274964?sid=0&|Párkány utca|Vizafogó
|16.400000|2.000000|3|0.000000|házközponti egyedi méréssel||13||összkomfortos|van|nincs|2013.09.30||45.000000|-1|http://ingatlan.com/angyalfold/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+lehel+utca/20230737?sid=0&|Lehel utca|Angyalföld
felújított|14.900000|1.000000|5|1.000000|gáz (cirko)||11||összkomfortos|van|nincs|2013.10.01||47.000000|0|http://ingatlan.com/feneketlento/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+kosztolanyi+dezso+ter/20360553?sid=0&|Kosztolányi Dezsõ tér|Feneketlen-tó
jó állapotú|17.500000|2.000000|2|0.000000|gáz (konvektor)||5|udvari|összkomfortos|van|nincs|2013.10.01|3|74.000000|-1|http://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+honved+utca/20333934?sid=0&|Honvéd utca|
jó állapotú|14.950000|2.000000|0|0.000000|gáz (konvektor)||11|udvari|összkomfortos|van|nincs|2013.10.01||70.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+bartok+bela+ut/20357215?sid=0&|Bartók Béla út|
felújítandó|7.500000|1.000000|1|2.000000|házközponti egyedi méréssel||15||összkomfortos|van|nincs|2013.10.01||55.000000|-1|http://ingatlan.com/ujpalota/elado+lakas/panel-lakas/budapest+15+kerulet+zsokavar+utca/20107628?sid=0&|Zsókavár utca|Újpalota
felújított|15.300000|1.000000|3|1.000000|gáz (konvektor)||11|panorámás|összkomfortos|nincs|nincs|2013.10.01|3|54.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+karolina+ut/20290069?sid=0&|Karolina út|
felújított|54.500000|4.000000|2|0.000000|házközponti egyedi méréssel||2||luxus|van|nincs|2013.10.01|4|120.000000|-1|http://ingatlan.com/rozsadomb-ii/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+verhalom+utca/20305060?sid=0&|Vérhalom utca|Rózsadomb
|22.500000|1.000000|1|1.000000|házközponti egyedi méréssel||6|udvari||van|nincs|2013.10.01||47.000000|-1|http://ingatlan.com/vi-ker/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+liszt+ferenc+ter/5225100?sid=0&|Liszt Ferenc tér|
|15.500000|1.000000|1|0.000000|gáz (cirko)||11|utcai|komfortos|van|nincs|2013.10.01|4|40.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/20353296?sid=0&||Kelenföld
|15.900000|2.000000|2|1.000000|||13|||van|nincs|2013.10.01||62.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+radnoti+miklos+utca/20328976?sid=0&|Radnóti Miklós utca|
felújítandó|13.500000|1.000000|3|1.000000|||11|panorámás|összkomfortos|nincs|nincs|2013.10.01||44.000000|-1|http://ingatlan.com/feneketlento/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+kokorcsin+utca/20354587?sid=0&|Kökörcsin utca|Feneketlen-tó
|17.990000|2.000000|0|0.000000|gáz (cirko)||11|||nincs|nincs|2013.10.01||59.000000|-1|http://ingatlan.com/xi-ker/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+bakony+utca/20329035?sid=0&|Bakony utca|
közepes állapotú|10.800000|1.000000|1|2.000000|||11|utcai|összkomfortos|van|nincs|2013.10.01|100|53.000000|-1|http://ingatlan.com/gazdagreti-lakotelep/elado+lakas/panel-lakas/budapest+11+kerulet/20357444?sid=0&||Gazdagréti lakótelep
felújítandó|15.700000|2.000000|3|1.000000|gáz (konvektor)||11|utcai|összkomfortos|nincs|nincs|2013.10.01||69.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+bartok+bela+ut/20361221?sid=0&|Bartók Béla út|Kelenföld
|15.600000|1.000000|2|1.000000|házközponti egyedi méréssel||14|utcai|összkomfortos|van|nincs|2013.10.01||62.000000|-1|http://ingatlan.com/xiv-ker/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+utasz+utca/20325473?sid=0&|Utász utca|
felújított|17.500000|2.000000|1|0.000000|gáz (konvektor)||11|utcai|összkomfortos|nincs|nincs|2013.10.01|3|50.000000|-1|http://ingatlan.com/muegyetem-kornyeke/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+daroci+ut/20344543?sid=0&|Daróci út|Mûegyetem környéke
felújított|49.900000|2.000000|0|1.000000|gáz (cirko)|1500|2|panorámás|összkomfortos|nincs|nincs|2013.10.01||92.000000|-1|http://ingatlan.com/rozsadomb-ii/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+balogh+adam+utca/20362757?sid=0&|Balogh Ádám utca|Rózsadomb
|33.900000|2.000000|2|1.000000|gáz (cirko)||11||összkomfortos|van|nincs|2013.10.02||80.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/20313802?sid=0&||Kelenföld
|16.900000|2.000000|0|0.000000|házközponti egyedi méréssel||13||összkomfortos|van|nincs|2013.10.02||52.000000|-1|http://ingatlan.com/angyalfold/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+teve+utca/20361956?sid=0&|Teve utca|Angyalföld
|18.900000|2.000000|2|0.000000|házközponti egyedi méréssel||14||összkomfortos|nincs|nincs|2013.10.02||61.000000|-1|http://ingatlan.com/alsorakos/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet/7041157?sid=0&||Alsórákos
|29.600000|2.000000|2|2.000000|gáz (cirko)||14||összkomfortos|nincs|nincs|2013.10.02||94.000000|-1|http://ingatlan.com/alsorakos/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet/20050424?sid=0&||Alsórákos
|26.900000|1.000000|1|2.000000|gáz (cirko)||14||luxus|nincs|nincs|2013.10.02||68.000000|-1|http://ingatlan.com/alsorakos/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet/20318561?sid=0&||Alsórákos
|20.500000|1.000000|2|2.000000|gáz (cirko)||14||összkomfortos|nincs|nincs|2013.10.02||65.000000|-1|http://ingatlan.com/alsorakos/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet/20275206?sid=0&||Alsórákos
|41.900000|3.000000|2|1.000000|gáz (cirko)||14|panorámás|összkomfortos|nincs|nincs|2013.10.02||98.000000|-1|http://ingatlan.com/alsorakos/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet/20071088?sid=0&||Alsórákos
jó állapotú|11.300000|2.000000|3|0.000000|gáz (konvektor)||14||összkomfortos|nincs|nincs|2013.10.02||47.000000|-1|http://ingatlan.com/xiv-ker/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+mogyorodi+ut/6033011?sid=0&|Mogyoródi út|
|59.500000|5.000000|4|0.000000|gáz (cirko)||14|panorámás|luxus|van|nincs|2013.10.02||235.000000|-1|http://ingatlan.com/alsorakos/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet/20128526?sid=0&||Alsórákos
|19.100000|2.000000|3|0.000000|gáz (cirko)||14||összkomfortos|nincs|nincs|2013.10.02||64.000000|-1|http://ingatlan.com/alsorakos/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet/20353492?sid=0&||Alsórákos
jó állapotú|14.500000|2.000000|3|0.000000|gáz (konvektor)||14||összkomfortos|nincs|nincs|2013.10.02||53.000000|-1|http://ingatlan.com/torokor/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+ujvilag+utca/7084707?sid=0&|Újvilág utca|Törökõr
jó állapotú|17.600000|2.000000|4|0.000000|gáz (cirko)||2|udvari|összkomfortos|van|nincs|2013.10.02||63.000000|-1|http://ingatlan.com/orszagut/elado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+tolgyfa+utca/20257293?sid=0&|Tölgyfa utca|Országút
felújított|21.500000|2.000000|0|1.000000|gáz (cirko)||11|utcai|összkomfortos|van|nincs|2013.10.02|5|94.000000|-1|http://ingatlan.com/gellerthegy-xi/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet/20354343?sid=0&||Gellérthegy
felújított|15.500000|1.000000|5|1.000000|gáz (cirko)||11|utcai|összkomfortos|van|nincs|2013.10.02||50.000000|-1|http://ingatlan.com/muegyetem-kornyeke/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+bercsenyi+utca/20352251?sid=0&|Bercsényi utca|Mûegyetem környéke
jó állapotú|16.900000|2.000000|4|2.000000|||11|panorámás|összkomfortos|nincs|nincs|2013.10.02||67.000000|-1|http://ingatlan.com/ormezo/elado+lakas/panel-lakas/budapest+11+kerulet+igmandi+utca/20085414?sid=0&||
jó állapotú|14.800000|1.000000|0|1.000000|gáz (cirko)||11||összkomfortos|nincs|nincs|2013.10.02|3|50.000000|-1|http://ingatlan.com/sasad/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+raho+utca/20335799?sid=0&|Rahó utca|Sasad
felújított|22.490000|2.000000|4|0.000000|||13|utcai|összkomfortos|van|nincs|2013.10.02|4|89.000000|-1|http://ingatlan.com/ujlipotvaros/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet/20364276?sid=0&||Újlipótváros
|17.990000|1.000000|5|1.000000|házközponti egyedi méréssel||13||összkomfortos|van|nincs|2013.10.02||44.000000|-1|http://ingatlan.com/angyalfold/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+orszagbiro+utca/20359069?sid=0&|Országbíró utca|Angyalföld
közepes állapotú|9.890000|2.000000|5|0.000000|||11||összkomfortos|van|nincs|2013.10.02||52.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/panel-lakas/budapest+11+kerulet+allende+park/6732428?sid=0&|Allende park|Kelenföld
jó állapotú|8.200000|1.000000|0|0.000000|gáz (konvektor)||14||összkomfortos|nincs|nincs|2013.10.02||39.000000|-1|http://ingatlan.com/xiv-ker/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+csomori+ut/20352768?sid=0&|Csömöri út|
felújítandó|8.900000|2.000000|1|0.000000|gáz (konvektor)||7|udvari|összkomfortos|nincs|nincs|2013.10.02||55.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+hutyra+ferenc+utca/20295801?sid=0&|Hutyra Ferenc utca|Erzsébetváros - Nagykörúton kívül
felújított|9.900000|1.000000|0|0.000000|gáz (konvektor)||14||összkomfortos|nincs|nincs|2013.10.02||34.000000|-1|http://ingatlan.com/alsorakos/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+balazs+utca/20094067?sid=0&|Balázs utca|Alsórákos
felújított|14.700000|1.000000|1|2.000000|gáz (konvektor)||14|utcai|összkomfortos|nincs|nincs|2013.10.02||55.000000|-1|http://ingatlan.com/istvanmezo/elado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+szobranc+utca/20260800?sid=0&|Szobránc utca|Istvánmezõ
jó állapotú|7.700000|1.000000|1|0.000000|gáz (konvektor)||11||összkomfortos|nincs|nincs|2013.10.03||23.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+bartfai+utca/20340705?sid=0&|Bártfai utca|Kelenföld
jó állapotú|11.900000|1.000000|5|0.000000|||7|utcai|összkomfortos|van|nincs|2013.10.03||30.000000|-1|http://ingatlan.com/erzsebetvaros-nagykoruton-belul/elado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+asboth+utca/20355088?sid=0&|Asbóth utca|Erzsébetváros - Nagykörúton belül
felújított|14.900000|2.000000|6|0.000000|||13|utcai|összkomfortos|van|nincs|2013.10.03|6|57.000000|-1|http://ingatlan.com/ujlipotvaros/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+tutaj+utca/20341473?sid=0&|Tutaj utca|Újlipótváros
|15.900000|2.000000|5|0.000000|házközponti egyedi méréssel||11||összkomfortos|van|nincs|2013.10.03||50.000000|-1|http://ingatlan.com/kelenfold/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+kondorosi+ut/20366253?sid=0&|Kondorosi út|Kelenföld
felújított|15.900000|1.000000|2|0.000000|gáz (konvektor)||6|utcai|összkomfortos|nincs|nincs|2013.10.03|1|44.000000|0|http://ingatlan.com/terezvaros-nagykoruton-belul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+paulay+ede+utca/7017874?sid=0&|Paulay Ede utca|Terézváros - Nagykörúton belül
felújított|9.900000|1.000000|4|1.000000|||22|panorámás|összkomfortos|van|nincs|2013.10.03||49.000000|0|http://ingatlan.com/nagyteteny/elado+lakas/panel-lakas/budapest+22+kerulet+nagytetenyi+ut/20340705?sid=0&|Nagytétényi út|Nagytétény
|32.500000|3.000000|2|0.000000|házközponti egyedi méréssel||13|utcai|összkomfortos|van|nincs|2013.10.03||79.000000|-1|http://ingatlan.com/xiii-ker/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+uszodaru+utca/20318974?sid=0&|Úszódaru utca|
közepes állapotú|10.990000|2.000000|2|0.000000|||11||összkomfortos|nincs|nincs|2013.10.03||55.000000|-1|http://ingatlan.com/ormezo/elado+lakas/panel-lakas/budapest+11+kerulet+igmandi+utca/20366668?sid=0&||
|14.700000|2.000000|3|0.000000|házközponti egyedi méréssel||8|utcai|összkomfortos|van|nincs|2013.10.03||49.000000|-1|http://ingatlan.com/viii-ker/elado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+ciprus+utca/20366644?sid=0&|Ciprus utca|
felújított|7.700000|1.000000|0|0.000000|gáz (cirko)||15|utcai|összkomfortos|nincs|nincs|2013.10.03|1|36.000000|0|http://ingatlan.com/xv-ker/elado+lakas/tegla-epitesu-lakas/budapest+15+kerulet+bethlen+gabor+utca/20365308?sid=0&|Bethlen Gábor utca|
jó állapotú|19.900000|2.000000|0|1.000000|gáz (cirko)||6|utcai|összkomfortos|nincs|nincs|2013.10.03||90.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+eotvos+utca/20249574?sid=0&|Eötvös utca|Terézváros - Nagykörúton kívül
jó állapotú|16.900000|3.000000|1|0.000000|gáz (konvektor)||6|utcai|összkomfortos|nincs|nincs|2013.10.03||74.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-kivul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+szinyei+merse+utca/20079225?sid=0&|Szinyei Merse utca|Terézváros - Nagykörúton kívül
jó állapotú|15.900000|1.000000|2|0.000000|gáz (konvektor)||6|utcai|összkomfortos|nincs|nincs|2013.10.03||44.000000|-1|http://ingatlan.com/terezvaros-nagykoruton-belul/elado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+paulay+ede+utca/6881532?sid=0&|Paulay Ede utca|Terézváros - Nagykörúton belül
|12.990000|1.000000|1|1.000000|házközponti egyedi méréssel||9||összkomfortos|van|nincs|2013.10.03|6|40.000000|1|http://ingatlan.com/ix-ker/elado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+marton+utca/20304786?sid=0&|Márton utca|
|15.900000|1.000000|3|1.000000|házközponti egyedi méréssel||13||összkomfortos|van|nincs|2013.10.03|4|46.000000|-1|http://ingatlan.com/angyalfold/elado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+petnehazy+utca/20250570?sid=0&|Petneházy utca|Angyalföld
jó állapotú|16.900000|3.000000|2|0.000000|||11|utcai|összkomfortos|van|nincs|2013.10.03||82.000000|-1|http://ingatlan.com/lagymanyos/elado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+karinthy+frigyes+ut/20135895?sid=0&|Karinthy Frigyes út|Lágymányos
